"id";"uri";"urlDocumentoPauta";"dataHoraInicio";"dataHoraFim";"situacao";"descricao";"descricaoTipo";"localExterno";"localCamara.nome";"localCamara.predio";"localCamara.sala";"localCamara.andar"
"60105";"https://dadosabertos.camara.leg.br/api/v2/eventos/60105";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1943697";"2020-11-26T09:22:25";"2020-11-26T11:02:38";"Encerrada";"Evento virtual - Lançamento da Frente Parlamentar da Telessaúde";"Debate";"";"Anexo II, Plenário 06";"";"";""
"60109";"https://dadosabertos.camara.leg.br/api/v2/eventos/60109";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1943828";"2020-11-25T15:24:26";"2020-11-25T16:18:46";"Encerrada";"Reunião técnica sobre os trabalhos a serem desenvolvidos pela Comissão";"Reunião Técnica";"";"Anexo II, Plenário 05";"";"";""
"60076";"https://dadosabertos.camara.leg.br/api/v2/eventos/60076";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1942220";"2020-11-25T11:59:00";"2020-11-25T13:37:00";"Encerrada";"16 Dias de Ativismo Pelo Fim da Violência Contra a Mulher";"Painel";"";"Anexo II, Plenário 04";"";"";""
"60099";"https://dadosabertos.camara.leg.br/api/v2/eventos/60099";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1943553";"2020-11-25T11:12:07";"2020-11-25T14:23:54";"Encerrada";"Reunião Técnica por Videoconferência

Tema: A Situação dos Testes de Diagnóstico para Covid-19 com validade a expirar em breve

Convidados:

ARNALDO CORREIA DE MEDEIROS, Secretário de Vigilância em Saúde do Ministério da Saúde;

ROBERTO FERREIRA DIAS, Diretor do Departamento de Logística em Saúde do Ministério da Saúde;

BRENO LEITE SOARES, Diretor do Departamento de Articulação Estratégica de Vigilância em Saúde do Ministério da Saúde;

CRISTIANE  ROSE JOURDAN GOMES, Diretora da 3ª Diretoria da Agência de Vigilância Sanitária - Anvisa;

LEONARDO VILELA , Consultor Técnico do Conselho Nacional de Secretários de Saúde - CONASS;

WILLAMES FREIRE BEZERRA,, Presidente do Conselho Nacional de Secretarias Municipais de Saúde - CONASEMS.";"Reunião Técnica";"";"Anexo II, Plenário 03";"";"";""
"60108";"https://dadosabertos.camara.leg.br/api/v2/eventos/60108";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1943799";"2020-11-25T11:01:00";"2020-11-25T12:04:00";"Encerrada";"Debate coordenado pela Frente Parlamentar da Reforma Administrativa, objetivando discutir o Projeto de Lei nº 6.726/2016 (supersalários no serviço público). 
Mediação: Deputado Federal General Peternelli (PSL/SP) .

Convidados:  
Deputado Rubens Bueno, Relator da proposição parlamentar em questão;
Professor Carlos Ari Sundfeld (a confirmar)ç
Representante do Ministério da Economia.";"Debate";"";"Anexo II, Plenário 06";"";"";""
"60111";"https://dadosabertos.camara.leg.br/api/v2/eventos/60111";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1943902";"2020-11-25T10:40:00";"2020-11-25T11:37:00";"Encerrada (Final)";"Reunião interna, com vistas à definição do plano de trabalho da comissão";"Reunião Técnica";"Reunião virtual - via zoom";"";"";"";""
"60089";"https://dadosabertos.camara.leg.br/api/v2/eventos/60089";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1941950";"2020-11-25T10:07:00";"2020-11-25T12:10:44";"Encerrada";"Coordenadora: Deputada Tabata Amaral (PDT/SP)

1) Cláudia Costin, Diretora do CEIPE;

2) Lúcia Dellagnelo, Diretora Presidente do CIEB;

3) Kátia Schweickardt, Secretária de Educação de Manaus;

4) Frederico Amâncio, Secretário de Educação de Pernambuco;

5) Izabel Lima Pessoa, Secretária de Educação Básica do Ministério da Educação;

6) Ana Caroline Santos Calazans Vilasboas, Coordenadora-Geral de Apoio à Gestão Escolar do Ministério da Educação.";"Evento Técnico";"";"Anexo II, Plenário 08";"";"";""
"60094";"https://dadosabertos.camara.leg.br/api/v2/eventos/60094";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1942456";"2020-11-25T10:00:00";"";"Cancelada";"Reunião Técnica por Videoconferência

Tema: Balanço das Ações da Fiocruz durante a Pandemia de Covid-19

Convidados (a confirmar):

ARNALDO CORREIA DE MEDEIROS, Secretário de Vigilância em Saúde do Ministério da Saúde;

NISIA TRINDADE LIMA, Presidente da Fundação Oswaldo Cruz - Fiocruz;

JURANDIR FRUTUOSO,  Secretário Executivo do Conselho Nacional dos Secretários de Saúde - Conass;

WILLAMES FREIRE BEZERRA, Presidente do Conselho Nacional de Secretarias Municipais de Saúde - Conasems.";"Reunião Técnica";"";"Anexo II, Plenário 03";"";"";""
"60110";"https://dadosabertos.camara.leg.br/api/v2/eventos/60110";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1943851";"2020-11-24T15:28:00";"2020-11-24T16:48:17";"Encerrada";"Teste ???";"Teste do Painel Eletrônico";"";"Anexo II, Plenário 09";"";"";""
"60101";"https://dadosabertos.camara.leg.br/api/v2/eventos/60101";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1943631";"2020-11-24T08:36:00";"2020-11-24T16:45:00";"Encerrada";"Treinameto da COAUD";"Teste do Painel Eletrônico";"";"Anexo II, Plenário 07";"";"";""
"60095";"https://dadosabertos.camara.leg.br/api/v2/eventos/60095";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1942856";"2020-11-23T13:06:00";"2020-11-23T14:34:00";"Encerrada";"Coordenador - Dep. Idilvan Alencar

Participantes:

- Cecília Motta - Presidente do Conselho Nacional de Secretários de Educação - Consed (confirmada);

- Denis Mizne - Diretor-Executivo da Fundação Lemann (confirmado);

- Natalino Uggioni - Secretário de Estado da Educação de Santa Catarina (confirmado);

- Nelson Simões - Diretor-Executivo da Rede Nacional de Ensino e Pesquisa - RNP (confirmado);

- Rozana Barroso - Presidente da União Brasileira dos Estudantes Secundaristas - Ubes (confirmada).";"Evento Técnico";"";"Anexo II, Plenário 08";"";"";""
"60075";"https://dadosabertos.camara.leg.br/api/v2/eventos/60075";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1942219";"2020-11-20T15:00:00";"2020-11-25T11:59:00";"Encerrada";"Consciência Negra - A saúde da mulher negra na pandemia";"Painel";"";"Anexo II, Plenário 03";"";"";""
"60074";"https://dadosabertos.camara.leg.br/api/v2/eventos/60074";"";"2020-11-19T09:37:10";"2020-11-19T11:51:17";"Encerrada";"A Frente Parlamentar Mista Ética Contra a Corrupção – FECC da Câmara dos Deputados, sob a presidência da deputada Adriana Ventura, realizará o evento virtual intitulado Lacunas na Lei de Acesso à Informação - LAI, no dia 19 de novembro, das 9h às 12:30h.
O evento contará com especialistas e entidades que utilizam a LAI como ferramenta de obtenção de informações (entidades de jornalismo investigativo, transparência etc), buscando identificar potenciais fragilidades da lei e, a partir disso, pensar em oportunidades de aperfeiçoamento legislativo.";"Debate";"";"Anexo II, Plenário 06";"";"";""
"60087";"https://dadosabertos.camara.leg.br/api/v2/eventos/60087";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1942374";"2020-11-18T14:19:56";"2020-11-18T19:19:34";"Encerrada";"Sessão Deliberativa Extraordinária (virtual)";"Sessão Deliberativa";"";"Plenário da Câmara dos Deputados";"";"";""
"60088";"https://dadosabertos.camara.leg.br/api/v2/eventos/60088";"";"2020-11-18T12:57:00";"2020-11-18T14:19:00";"Encerrada";"Breves Comunicados";"Outro Evento";"";"Plenário da Câmara dos Deputados";"";"";""
"60082";"https://dadosabertos.camara.leg.br/api/v2/eventos/60082";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1941509";"2020-11-18T10:04:49";"2020-11-18T10:29:00";"Cancelada";"Coordenador - Dep. Idilvan Alencar

Participantes:

- Cecília Motta - Presidente do Conselho Nacional de Secretários de Educação - Consed (confirmada);

- Denis Mizne - Diretor-Executivo da Fundação Lemann (confirmada);

- Natalino Uggioni - Secretário de Estado da Educação de Santa Catarina (confirmado);

- Nelson Simões - Diretor-Executivo da Rede Nacional de Ensino e Pesquisa - RNP (confirmado);

- Rozana Barroso - Presidente da União Brasileira dos Estudantes Secundaristas - Ubes (confirmada).";"Evento Técnico";"";"Anexo II, Plenário 08";"";"";""
"60083";"https://dadosabertos.camara.leg.br/api/v2/eventos/60083";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1941515";"2020-11-17T14:16:30";"2020-11-17T17:15:23";"Encerrada";"89ª Reunião técnica por videoconferência

Convidados:

HÉLIO ANGOTTI NETO, Secretário de Ciência, Tecnologia, Inovação e Insumos Estratégicos - SCTIE/MS; e FELIPE SOARES, Técnico do Departamento de Ciência e Tecnologia da SCTIE;

ANTÔNIO BARRA TORRES, Diretor-Presidente da Agência Nacional de Vigilância Sanitária - ANVISA;


GUSTAVO MENDES LIMA SANTOS, Gerente-Geral de Medicamentos e Produtos Biológicos da ANVISA; e


DIMAS COVAS, Diretor do Instituto Butantan.";"Reunião Técnica";"";"Plenário da Câmara dos Deputados";"";"";""
"60084";"https://dadosabertos.camara.leg.br/api/v2/eventos/60084";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1941521";"2020-11-16T14:10:00";"2020-11-16T15:41:31";"Encerrada";"1) FELIPE CAMARÃO - Secretário de Educação do Maranhão;

2) LUIZ MIGUEL MARTINS GARCIA -  Presidente da UNDIME;

3) OTTO FERNANDES SABINO - Coordenador-Geral de Aprimoramento do Ambiente de Investimentos do Ministério das Comunicações;

4) FLORENCE BAUER - representante da UNICEF no Brasil;

5) NAROA ZURUTUZA - Projeto Giga da UNICEF Global. 



Coodenadora : Deputada Tabata Amaral (PDT-SP)";"Evento Técnico";"";"Anexo II, Plenário 08";"";"";""
"60085";"https://dadosabertos.camara.leg.br/api/v2/eventos/60085";"";"2020-11-13T15:05:00";"2020-11-13T17:27:00";"Encerrada";"A Presidência da Câmara dos Deputados realizará o evento Audiência Pública da Comissão de Juristas Lei de Lavagem de Capitais no dia 13 de novembro, das 9h às 20h, em ambiente virtual. A audiência pública está nos termos do parágrafo 5º do artigo 2º do Ato do Presidente da Câmara dos Deputados que instituiu a Comissão de Juristas responsável pela elaboração de anteprojeto de reforma da Lei nº 9.613/1998, para apresentação de sugestões/contribuições ao anteprojeto de reforma da lei de lavagem de capitais com o objetivo de enriquecimento dos debates.";"Reunião Técnica";"";"Anexo II, Plenário 07";"";"";""
"60066";"https://dadosabertos.camara.leg.br/api/v2/eventos/60066";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1940843";"2020-11-06T15:54:00";"2020-11-06T17:49:00";"Encerrada";"Evento virtual - Reunião da Comissão de Juristas Lei de Lavagem de Cap";"Reunião Técnica";"";"Anexo II, Plenário 03";"";"";""
"59951";"https://dadosabertos.camara.leg.br/api/v2/eventos/59951";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1930410";"2020-11-06T15:00:00";"";"Cancelada";"Outubro Rosa";"Painel";"";"Anexo II, Plenário 03";"";"";""
"60067";"https://dadosabertos.camara.leg.br/api/v2/eventos/60067";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1940903";"2020-11-06T10:27:48";"2020-11-06T12:13:44";"Encerrada";"Simulação DECOM";"Teste do Painel Eletrônico";"";"Anexo II, Plenário 01";"";"";""
"60068";"https://dadosabertos.camara.leg.br/api/v2/eventos/60068";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1940904";"2020-11-06T10:26:00";"2020-11-06T11:26:00";"Encerrada";"Evento virtual - Sessão de Posse do Parlamento Jovem Brasileiro 2020";"Visita Técnica";"";"Anexo II, Plenário 02";"";"";""
"60065";"https://dadosabertos.camara.leg.br/api/v2/eventos/60065";"";"2020-11-06T09:08:00";"2020-11-06T12:20:00";"Encerrada";"A Presidência da Câmara dos Deputados realizará o evento Audiência Pública da Comissão de Juristas Lei de Lavagem de Capitais no dia 6 de novembro, das 9h às 19h, em ambiente virtual. A audiência pública está nos termos do parágrafo 5º do artigo 2º do Ato do Presidente da Câmara dos Deputados que instituiu a Comissão de Juristas responsável pela elaboração de anteprojeto de reforma da Lei nº 9.613/1998, para apresentação de sugestões/contribuições ao anteprojeto de reforma da lei de lavagem de capitais com o objetivo de enriquecimento dos debates.";"Reunião Técnica";"";"Anexo II, Plenário 03";"";"";""
"60061";"https://dadosabertos.camara.leg.br/api/v2/eventos/60061";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1939900";"2020-11-05T19:31:06";"2020-11-05T21:03:10";"Encerrada";"Mesa de abertura

Patrícia Blanco, Diretora do IPA;

Jorge de França Junior, Diretor Executivo da Semid.



Apresentação da aulive

Daniela Machado - Jornalista e coordenadora do Educamídia;

Diogo Jordão - Professor de geografia e um dos vencedores do Prêmio Educador Nota 10 edição 2020.";"Debate";"";"Anexo II, Plenário 07";"";"";""
"60057";"https://dadosabertos.camara.leg.br/api/v2/eventos/60057";"";"2020-11-05T18:08:00";"2020-11-05T19:01:49";"Encerrada";"Promovido pelo Centro Cultural e pelo Cedi da Câmara dos Deputados, o evento virtual traz o escritor Jeferson Tenório, radicado em Porto Alegre e autor do romance ""O avesso da pele"" (Cia das Letras, 2020), para um bate um papo virtual com o público no dia 5 de novembro, quinta-feira, às 18h, com transmissão pelo canal da Câmara dos Deputados no YouTube e pela página da Biblioteca no Facebook.";"Debate";"";"Anexo II, Plenário 03";"";"";""
"60090";"https://dadosabertos.camara.leg.br/api/v2/eventos/60090";"";"2020-11-05T10:15:00";"2020-11-05T10:37:00";"Encerrada";"Processo eDoc 578.885/2020";"Reunião Deliberativa";"Virtual";"";"";"";""
"60046";"https://dadosabertos.camara.leg.br/api/v2/eventos/60046";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1938235";"2020-11-05T09:02:00";"2020-11-05T11:28:17";"Encerrada";"Coordenador: Deputado Felipe Rigoni

Participantes:
- Alessio Costa Lima - Presidente da União Nacional dos Dirigentes Municipais de Educação (Undime);

- David Coimbra Borba - Gerente de Projetos do MEC;

- Gustavo Henrique Moraes - Coordenador-Geral de Instrumentos e Medidas Educacionais do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (Inep);

- José 
Francisco Soares - Universidade Federal de Minas Gerais (UFMG);

- José Modesto dos Passos Subrinho - Secretário de Educação, Esporte e Cultura de Sergipe;

- Marisa Abreu - Consultora de Educação da Confederação Nacional dos Municípios (CNM);

- Samuel Simões Oliveira Franco - Derente de Projetos do MEC;

- Thiago Alves - Universidade Federal de Goiás (UFG).";"Evento Técnico";"";"Anexo II, Plenário 08";"";"";""
"60063";"https://dadosabertos.camara.leg.br/api/v2/eventos/60063";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1940519";"2020-11-04T19:00:00";"";"Cancelada";"Deliberação vetos.";"Outro Evento";"";"Plenário da Câmara dos Deputados";"";"";""
"60062";"https://dadosabertos.camara.leg.br/api/v2/eventos/60062";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1940064";"2020-11-04T11:16:27";"2020-11-04T15:27:05";"Encerrada";"Deliberação dos Vetos 56 de 2019, 13, 14";"Outro Evento";"";"Plenário da Câmara dos Deputados";"";"";""
"60048";"https://dadosabertos.camara.leg.br/api/v2/eventos/60048";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1939994";"2020-11-04T09:06:00";"2020-11-04T10:56:04";"Encerrada";"Coordenador: 
Deputado Professor Israel

Participantes:

- Caroline Tavares, Gerente do Movimento Profissão Docente;

- Daniel Cara, Coordenador-Geral da Campanha Nacional pelo Direito à Educação;

- David Coimbra Borba, Gerente de Projetos do Ministério da Educação (MEC);

- Heleno Manoel Gomes de Araújo Filho, Presidente da Confederação Nacional dos Trabalhadores em Educação (CNTE);


- Luiz Miguel Martins Garcia, Presidente da União Nacional dos Dirigentes Municipais de Educação (Undime).";"Evento Técnico";"";"Anexo II, Plenário 08";"";"";""
"60053";"https://dadosabertos.camara.leg.br/api/v2/eventos/60053";"";"2020-11-03T13:55:00";"";"Cancelada";"Sessão Deliberativa Extraordinária (virtual)";"Sessão Deliberativa";"";"Plenário da Câmara dos Deputados";"";"";""
"60052";"https://dadosabertos.camara.leg.br/api/v2/eventos/60052";"";"2020-11-03T12:55:00";"2020-11-03T14:50:00";"Encerrada";"Breves Comunicados";"Outro Evento";"";"Plenário da Câmara dos Deputados";"";"";""
"60045";"https://dadosabertos.camara.leg.br/api/v2/eventos/60045";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1938234";"2020-11-03T09:01:00";"2020-11-03T11:28:19";"Encerrada";"Coordenador: Deputado Felipe Rigoni

Participantes:
Borba David Coimbra -  Ministério da Educação (MEC
);

Armando Simões - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (Inep
);

Ernesto Carneiro Preciado - Secretaria do Tesouro Nacional (STN);

Cláudio Tanno - Consultoria de Orçamento/Câmara dos Deputados;



Marcelo Ponte - Consultor do Banco Mundial;


Michele Roncalio - Secretária Adjunta da Secretaria de Estado da Fazenda de Santa Catarina (Comsefaz);

Nalú Farenzena - Presidente da Fineduca.";"Evento Técnico";"";"Anexo II, Plenário 08";"";"";""
"60051";"https://dadosabertos.camara.leg.br/api/v2/eventos/60051";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1938310";"2020-10-29T19:30:14";"2020-10-29T22:14:48";"Encerrada";"Convidados confirmados:


Almir Sater
Dira Paes
Letícia Sabatella
Lucélia Santos
Luis Nassif
Marcos Palmeira
Mateus Solano
Rainer Cadete
Renato Braz
Tetê Espíndola

Thaila Ayala

Thiago Lacerda";"Reunião Técnica";"";"Anexo II, Plenário 09";"";"";""
"59920";"https://dadosabertos.camara.leg.br/api/v2/eventos/59920";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1927550";"2020-10-29T15:00:00";"";"Cancelada";"Terceira Reunião Técnica do GT - A mulher no mundo do trabalho";"Painel";"";"Anexo II, Plenário 05";"";"";""
"60047";"https://dadosabertos.camara.leg.br/api/v2/eventos/60047";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1938236";"2020-10-29T09:15:20";"2020-10-29T11:45:00";"Encerrada (Final)";"Coordenador: Deputado Felipe Rigoni

Participantes:
- Representante do Tribunal de Contas da União (TCU);

- Representante da 
Comissão Permanente de Educação (Copeduc/Ministério Público
)

- Representante do FNDE;


- Representante do Fórum dos Conselhos Estaduais de Educação
;

- Representante da União Nacional dos Conselhos Municipais de Educação (Uncme)";"Evento Técnico";"";"Anexo II, Plenário 08";"";"";""
"60055";"https://dadosabertos.camara.leg.br/api/v2/eventos/60055";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1939426";"2020-10-28T15:19:54";"2020-10-28T16:54:46";"Encerrada";"Premiação da segunda edição do Concurso de Boas Práticas de Gestão";"Ato Solene de Instalação";"";"Plenário da Câmara dos Deputados";"";"";""
"60054";"https://dadosabertos.camara.leg.br/api/v2/eventos/60054";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1938810";"2020-10-28T09:42:52";"2020-10-28T11:56:56";"Encerrada";"Reunião Técnica por Videoconferência

Tema: Debate sobre a Imunidade de Rebanho na Pandemia da Covid-19

Convidados:

Dr. ANTHONY WONG, Diretor do Centro de Assistência Toxicológica do Hospital das Clínicas da USP e Diretor do Insitituto Brasileiro de Estudos Toxicológicos e Farmacológicos;

Dra. NISE HITOMI YAMAGUCHI, Imunologista e Oncologista Diretora da Sociedade Brasileira de Cancerologia e da Associação Brasileira de Mulheres Médicas; faz parte da World Preventions Alliance;

Dr. PAOLO ZANOTTO, Virologista e Professor do Departamento de Microbiologia da USP;

Dr. ALEXANDRE CHIEPPE, Médico Sanitarista da Secretaria de Estado de Saúde do Rio de Janeiro";"Reunião Técnica";"";"Anexo II, Plenário 03";"";"";""
"60050";"https://dadosabertos.camara.leg.br/api/v2/eventos/60050";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1938303";"2020-10-28T09:28:00";"2020-10-28T10:26:00";"Encerrada (Final)";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Residência Oficial";"";"";""
"60044";"https://dadosabertos.camara.leg.br/api/v2/eventos/60044";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1938233";"2020-10-27T15:01:58";"2020-10-27T17:36:04";"Encerrada (Final)";"Coordenador: Deputado Felipe Rigoni 

Participantes:
- Deputado Rodrigo Maia, presidente da Câmara dos Deputados;

- Deputada Professora Dorinha Seabra Rezende;
 
- Priscila Cruz -  Diretora Todos Pela Educação;

- Claudia Costin - professora da FGV e Harvard;

- Sylvia Cristina Toledo Gouveia - Diretora de Programa da Secretaria Executiva do Ministério da Educação (MEC);


- Rosângela Gavioli Prieto - Coordenadora da Rede Fineesp e Docente da Faculdade de Educação da Universidade de São Paulo.";"Evento Técnico";"";"Anexo II, Plenário 08";"";"";""
"60036";"https://dadosabertos.camara.leg.br/api/v2/eventos/60036";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1938803";"2020-10-27T14:07:51";"2020-10-27T14:58:30";"Encerrada";"Sessão Deliberativa Extraordinária (virtual)";"Sessão Deliberativa";"";"Plenário da Câmara dos Deputados";"";"";""
"60037";"https://dadosabertos.camara.leg.br/api/v2/eventos/60037";"";"2020-10-27T13:03:00";"2020-10-27T14:07:00";"Encerrada";"Breves Comunicados";"Outro Evento";"";"Plenário da Câmara dos Deputados";"";"";""
"60043";"https://dadosabertos.camara.leg.br/api/v2/eventos/60043";"";"2020-10-27T10:02:07";"2020-10-27T12:02:37";"Encerrada";"Moderador:
- Deputado Alex Manente, Secretário de Relações Internacionais da Câmara dos Deputados

Convidados:
- Sergio Moro, jurista e ex-ministro da Justiça e Segurança Pública
- Bruno Brandão, diretor-executivo da Transparência Internacional no Brasil
- Diego Zysman Quirós, professor de Direito Penal da Universidade de Buenos Aires
- Bruno Bodart - juiz de Direito (RJ) e master of laws (LL.M) da Harvard School of Law (EUA)";"Debate";"";"Anexo II, Plenário 03";"";"";""
"60031";"https://dadosabertos.camara.leg.br/api/v2/eventos/60031";"";"2020-10-26T15:05:46";"2020-10-26T16:47:50";"Encerrada";"A Secretaria de Transparência da Câmara dos Deputados promoverá um novo debate, no dia 26/10/2020 às 15h, entre parlamentares e representantes da sociedade civil, cuja temática será "" Sistema híbrido para votações remotas pós - pandemia"". A dinâmica do debate será delineada em torno dos projetos de resolução sobre deliberações remotas em tramitação no Congresso Nacional, bem como em discutir as alternativas de intercâmbio de comunicação entre parlamentares e a sociedade civil dentro desse novo cenário de debates do processo legislativo.
Participantes:
- Deputado Roberto de Lucena - Secretário de Transparência da Câmara dos Deputados
- Senador Antônio Anastasia (PSD-MG)
- Deputado Fábio Ricardo Trad (PSD-MS)
- Deputado Renato Queiroz (MDB-RR)
- Deputado Diego Garcia (PODE-PR)
- Paulo Oda - Coordenador de Projetos de Integridade - Instituto Ethos)
- Carolina Venuto - Presidente da ABRIG)
- Wagner Parente - Conselheiro da Irelgov";"Debate";"";"Anexo II, Plenário 04";"";"";""
"60049";"https://dadosabertos.camara.leg.br/api/v2/eventos/60049";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1938296";"2020-10-26T14:45:43";"2020-10-26T17:03:30";"Encerrada";"Reunião Técnica por videoconferência

Tema: O Estágio das Vacinas em Desenvolvimento no Mundo

Convidados:

ADRIANA LUCENA, Coordenadora Substituta do Programa Nacional de Imunizações, da Secretaria de Vigilância em Saúde, do Ministério da Saúde;

Dr. ANTHONY WONG, Diretor do Centro de Assistência Toxicológica do Hospital das Clínicas da USP e Diretor do Insitituto Brasileiro de Estudos Toxicológicos e Farmacológicos;

Dr. FRANCISCO CARDOSO, Infectologista - SES/SP

Dr. JORGE KALIL Professor Titular da Faculdade de Medicina da USP e Diretor do Laboratório de Imunologia do Incor, Membro dos comitês de vacinas Covid da OMS e do NIH/EUA;;

Dra. NISE HITOMI YAMAGUCHI, Imunologista e Oncologista Diretora da Sociedade Brasileira de Cancerologia e da Associação Brasileira de Mulheres Médicas; faz parte da World Preventions Alliance;

Dr. MARCO KRIEGER, Vice-presidente de Produção e Inovação em Saúde da Fiocruz.";"Reunião Técnica";"";"Anexo II, Plenário 03";"";"";""
"60038";"https://dadosabertos.camara.leg.br/api/v2/eventos/60038";"";"2020-10-22T18:05:10";"2020-10-22T20:20:02";"Encerrada";"Moderador:
- Deputado Alex Manente, Secretário de Relações Internacionais da Câmara dos Deputados

Convidados:
- Deputado Tiago Mitraud, Presidente da Frente Parlamentar Mista da Reforma Administrativa
- Timothy Kane, Embaixador da Austrália no Brasil
- Patrick Hetherington, Primeiro Comissário, Comissão Australiana de Serviço Público (APSC)
- Ken Smith - Reitor e CEO da Escola de Governo da Austrália e da Nova Zelândia (ANZSOG)
- Rodney Scott - Conselheiro-chefe de Política, Comissão de Serviço Público da Nova Zelândia";"Debate";"";"Anexo II, Plenário 09";"";"";""
"60024";"https://dadosabertos.camara.leg.br/api/v2/eventos/60024";"";"2020-10-22T09:40:10";"2020-10-22T12:22:03";"Encerrada";"Fraudes nos Fundos Eleitoral e Partidário";"Simpósio";"";"Anexo II, Plenário 04";"";"";""
"60034";"https://dadosabertos.camara.leg.br/api/v2/eventos/60034";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1936964";"2020-10-21T10:06:54";"2020-10-21T13:30:38";"Encerrada";"Reunião Técnica por Videoconferência

Tema: Queda da Cobertura Vacinal em razão da Pandemia de Covid-19

Convidados:

FRANCIELI FONTANA SUTILE TARDETTI FANTINATO, Coordenadora-Geral do Programa Nacional de Imunizações, da Secretaria de Vigilância em Saúde, do Ministério da Saúde;


MAÍSA CARLA KAIRALLA, Presidente da Comissão de Imunização da Sociedade Brasileira de Geriatria e Gerontologia - SBGG;

JUAREZ CUNHA, Presidente da Sociedade Brasileira de Imunizações - SBIM;

MARCO AURELIO PALAZZI SAFADI, Médico Infectologista, Pediatra e membro Assessor do CTAI da Santa Casa de São Paulo;


CRISTIANA TOSCANO, Médica Infectologista e Epidemiologista, Professora do Instituto de Patologia Tropical e Saúde Pública da Universidade Federal de Goiás; e

HISHAM MOHAMAD HAMIDA, Diretor Financeiro do CONASEMS; e Alessandro Aldrin Pinheiro Chagas, Assessor Técnico do CONASEMS.";"Reunião Técnica";"";"Anexo II, Plenário 03";"";"";""
